stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart
90,0.5,1.5,87.55964758299524,,87.54829162498936,87.55964758299524,88.04309208299674,88.04309208299674,88.04725333298848,88.33029416599311,88.49532608299342,left,-1.5,1,1,0.44271120900521055,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
91,0.5,1.5,88.50377095799195,,88.49549674999435,88.50377095799195,88.99331470798643,88.99331470798643,88.99758874998952,89.28032420799718,89.67855829099426,right,1.5,1,1,0.6766674590035109,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
92,0.5,1.5,89.6871595,,89.67870437499369,89.6871595,90.17662846,90.17662846,90.18080449999252,90.46366341599787,90.71201191599539,right,1.5,1,1,0.5268491669994546,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
93,0.5,1,90.72084899999027,,90.71216279099463,90.72084899999027,91.20996100000048,91.20996100000048,91.21423012499872,91.49681712499296,91.74600312499388,right,1,1,1,0.531328459,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
94,0.5,1,91.75529424998967,,91.74616816599155,91.75529424998967,92.24330204099533,92.24330204099533,92.24747866598773,92.53023374998884,92.74883274998865,right,1,1,1,0.5020902909891447,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
95,0.5,1,92.75985370799026,,92.74897871,92.75985370799026,93.24728079099441,93.24728079099441,93.24728079099441,93.54351987499103,93.64606654099771,right,1,1,1,0.38556837500073016,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
96,0.5,1,93.65504554,,93.64633254100045,93.65504554,94.14344204099325,94.14344204099325,94.14781708299415,,94.36227516600047,right,1,1,1,0.20813454198651016,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
97,0.5,1,94.37047066599189,,94.36241933,94.37047066599189,94.86018008299288,94.86018008299288,94.86437512499106,95.15161979099503,95.1447275,right,1,1,1,0.2797525839996524,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
98,0.5,1,95.15161979099503,,95.14488791598706,95.15161979099503,95.64355458298814,95.64355458298814,95.64984374999767,95.94381379098922,96.01558524998836,right,1,1,1,0.36880345799727365,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
99,0.5,1,96.02656054099498,,96.01587316599034,96.02656054099498,96.51370558299823,96.51370558299823,96.51370558299823,96.81025337499159,96.84928521,left,-1,0,0,0.3326055829966208,576925,001,2024-09-12_21h19.21.850,adaptive_staircase,2024.1.5,None,2024-09-12 21h19.26.489753 +0530
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.4,,,,,,,,,,,,
